Date,Open,High,Low,Close,Volume,Next Price,10-day MA,20-day MA,index,20-SMA Change
2017/10/27,5.060269284774829,5.060269284774829,4.958810348497514,4.9778337478637695,21356759,4.9588093757629395,,,1,
2017/10/30,5.00319750049122,5.00319750049122,4.895397250657244,4.9588093757629395,18189226,5.009539604187012,,,2,
2017/10/31,5.022221970683831,5.098316169664745,4.97783353675923,5.009539604187012,36187668,5.009539604187012,,,3,
2017/11/1,5.047586703677469,5.060269070174288,4.946127771702916,5.009539604187012,34021916,4.990516185760498,,,4,
2017/11/2,5.0095398877683595,5.053928021834227,4.977833818545752,4.990516185760498,26078015,4.971491813659668,,,5,
2017/11/3,4.965150480106969,5.022221272595554,4.952468115372998,4.971491813659668,19837416,5.015880584716797,,,6,
2017/11/6,5.041245317449839,5.041245317449839,4.8193037548499875,5.015880584716797,35343289,5.02222204208374,,,7,
2017/11/7,5.028563074236565,5.034904408760862,4.939786507496713,5.02222204208374,48004766,4.908080577850342,,,8,
2017/11/8,5.009539816496306,5.022222183530617,4.882715843781721,4.908080577850342,39725292,5.009539604187012,,,9,
2017/11/9,4.908080369840992,5.009539604187012,4.895398003344172,5.009539604187012,35624601,4.971491813659668,4.987345314,,10,
2017/11/10,4.977832844840941,5.009538907861582,4.908079687618384,4.971491813659668,25043048,4.996857643127441,4.986711121,,11,
2017/11/13,5.009540010653288,5.022222378179135,4.952469205601233,4.996857643127441,21121115,5.028563022613525,4.990515947,,12,
2017/11/14,5.003198289519676,5.060269090166573,4.965151189878901,5.028563022613525,31683173,4.990516185760498,4.992418289,,13,
2017/11/15,5.047586989412597,5.047586989412597,4.939786716901515,4.990516185760498,19103390,4.9778337478637695,4.990515947,,14,
2017/11/16,4.971492715532178,4.9968574496015075,4.933445614428185,4.9778337478637695,19279066,4.882715702056885,4.989247704,,15,
2017/11/17,5.028563069903855,5.028563069903855,4.870033335390691,4.882715702056885,27288983,4.831986427307129,4.980370092,,16,
2017/11/20,4.946128034207783,4.946128034207783,4.812963027738009,4.831986427307129,24409766,4.914422988891602,4.961980677,,17,
2017/11/21,4.85735217355203,4.927105358703557,4.825646400207916,4.914422988891602,40338706,4.882715702056885,4.951200771,,18,
2017/11/22,4.914421769908107,4.965151236572884,4.825645203244747,4.882715702056885,29915330,4.965151786804199,4.948664284,,19,
2017/11/23,4.939787050660925,4.965151786804199,4.90808097929608,4.965151786804199,35140912,5.136364459991455,4.944225502,4.965785408,20,-0.000127597
2017/11/24,4.965152029111654,5.136364459991455,4.952469660421097,5.136364459991455,36214681,5.250504970550537,4.960712767,4.973711944,21,0.03270244
2017/11/27,5.0983165609097645,5.275869705490666,5.022222356089378,5.250504970550537,52166971,5.263187885284424,4.986077499,4.988296723,22,0.052564685
2017/11/28,5.1744110064917574,5.313917357525087,5.14270493515559,5.263187885284424,33801071,5.294893741607666,5.009539986,5.000979137,23,0.052431482
2017/11/29,5.282211071691007,5.32659920691334,5.212458201378345,5.294893741607666,30110552,5.2568464279174805,5.039977741,5.015246844,24,0.055759349
2017/11/30,5.294893833585392,5.294893833585392,5.174410886256169,5.2568464279174805,97941176,5.14270544052124,5.067879009,5.028563356,25,0.045397275
2017/12/1,5.263188402489747,5.263188402489747,5.047587821908689,5.14270544052124,46065216,5.320259094238281,5.093877983,5.037124038,26,0.020960652
2017/12/4,5.149046658948109,5.326599825189614,5.136364592302387,5.320259094238281,43570701,5.250504970550537,5.14270525,5.052342963,27,0.053028097
2017/12/5,5.33928184521248,5.33928184521248,5.225140235610409,5.250504970550537,36174383,5.2568464279174805,5.176313448,5.06375711,28,0.036879309
2017/12/6,5.282211163448422,5.402694110777645,5.231481692386538,5.2568464279174805,41021485,5.313917636871338,5.213726521,5.081195402,29,0.034568839
2017/12/7,5.301234965772953,5.339282374325063,5.23148208896097,5.313917636871338,47215171,5.504153728485107,5.248603106,5.096414304,30,0.042677718
2017/12/8,5.3265999532324395,5.516835795435685,5.3265999532324395,5.504153728485107,61138487,5.605611324310303,5.285382032,5.1230474,31,0.074390553
2017/12/11,5.510493123892974,5.63097605680634,5.453422929334087,5.605611324310303,44706919,5.434399604797363,5.320892668,5.153485084,32,0.087732133
2017/12/12,5.68804756616429,5.68804756616429,5.409034869134971,5.434399604797363,32478822,5.56122350692749,5.33801384,5.173776913,33,0.050373778
2017/12/13,5.294893498343565,5.573905571518508,5.294893498343565,5.56122350692749,29159131,5.453423976898193,5.364646816,5.202312279,34,0.068990712
2017/12/14,5.485129445051441,5.529518189003461,5.390011831105617,5.453423976898193,31329675,5.339282035827637,5.384304571,5.22609179,35,0.043499463
2017/12/15,5.39635284266613,5.440740979210289,5.28855256413631,5.339282035827637,41538351,5.358304977416992,5.403962231,5.248920107,36,0.017215337
2017/12/18,5.269528711935182,5.383669711089359,5.269528711935182,5.358304977416992,17274672,5.390011787414551,5.407766819,5.275236034,37,0.015746962
2017/12/19,5.35830571477527,5.453423932693113,5.193434620845437,5.390011787414551,31263804,5.472446441650391,5.421717501,5.299015474,38,0.017172306
2017/12/20,5.440740374183372,5.580246708192492,5.383669573691326,5.472446441650391,25656254,5.554882526397705,5.443277502,5.328502011,39,0.027014052
2017/12/21,5.903648093658252,5.903648093658252,5.485129050099797,5.554882526397705,29162531,5.630977153778076,5.467373991,5.357988548,40,0.036747741
2017/12/22,5.5168355329385,5.630977153778076,5.478788729154003,5.630977153778076,12836194,5.66268253326416,5.480056334,5.382719183,41,0.046121293
2017/12/27,5.580246995502727,5.66268253326416,5.510493522535301,5.66268253326416,14369072,5.681705474853516,5.485763454,5.403328061,42,0.047999024
2017/12/28,5.656340742567054,5.745117607941127,5.5739052114503265,5.681705474853516,27940780,5.592928886413574,5.510494041,5.424253941,43,0.047463031
2017/12/29,5.656341022641041,5.662682357212378,5.580246822013851,5.592928886413574,25601059,5.707071304321289,5.513664579,5.439155698,44,0.028271518
2018/1/2,5.630977092832836,5.732436041484107,5.630977092832836,5.707071304321289,16593646,5.8338942527771,5.539029312,5.461666942,45,0.044932136
2018/1/3,5.707070582992524,5.846576922127037,5.707070582992524,5.8338942527771,29313502,5.669022560119629,5.588490534,5.496226382,46,0.06143631
2018/1/4,5.871941014341003,5.871941014341003,5.649999162916745,5.669022560119629,31309265,5.7387776374816895,5.619562292,5.513664556,47,0.028176905
2018/1/5,5.751459704267304,5.751459704267304,5.6373186842245255,5.7387776374816895,18446007,5.7260942459106445,5.654438877,5.538078189,48,0.036239909
2018/1/8,5.808529786251788,5.808529786251788,5.694388175818975,5.7260942459106445,23969285,5.624634742736816,5.679803658,5.56154058,49,0.029587785
2018/1/9,5.808529205180553,5.808529205180553,5.618293408404257,5.624634742736816,32101579,5.808529376983643,5.686778879,5.577076435,50,0.008527462
