Date,Open,High,Low,Close,Volume,Next Price,10-day MA,20-day MA,index,20-SMA Change
2017/10/27,50.49253234561847,51.18647117765463,50.49253234561847,50.95515823364258,20176013,50.78993606567383,,,1,
2017/10/30,51.0212490191761,51.583015531995606,50.789936065673835,50.78993606567383,32626972,50.360347747802734,,,2,
2017/10/31,50.393394613627216,50.62470754766724,50.26121723481686,50.360347747802734,32077681,50.65776443481445,,,3,
2017/11/1,50.36035771029126,50.75690000965552,50.36035771029126,50.65776443481445,19417713,50.129032135009766,,,4,
2017/11/2,50.32730323487405,50.36034505668908,50.09599031319473,50.129032135009766,26844827,49.963802337646484,,,5,
2017/11/3,49.9307605195094,50.12902655506082,49.897713659129344,49.963802337646484,20538341,49.765541076660156,,,6,
2017/11/6,49.8977184463757,49.8977184463757,49.46813443143503,49.765541076660156,23272416,50.09599304199219,,,7,
2017/11/7,49.765544552380746,50.294259110412774,49.765544552380746,50.09599304199219,14362731,49.7985954284668,,,8,
2017/11/8,49.83164230033278,49.99686657517324,49.73250672697956,49.7985954284668,22353265,50.129032135009766,,,9,
2017/11/9,49.83163052745686,50.32730323487405,49.83163052745686,50.129032135009766,14546652,50.19512176513672,50.26452026,,10,
2017/11/10,50.228168629816935,50.29425731693376,50.095991255583286,50.19512176513672,11164601,49.99686050415039,50.18851662,,11,
2017/11/13,50.16208475892799,50.39339770716781,49.963813636297225,49.99686050415039,12740554,49.66640853881836,50.10920906,,12,
2017/11/14,49.699450362128374,49.86467460540971,49.60031984995458,49.66640853881836,16683838,49.63338088989258,50.03981514,,13,
2017/11/15,49.66642776824116,49.76556336104118,49.60033905378971,49.63338088989258,10045036,49.7985954284668,49.93737679,,14,
2017/11/16,49.89773100182002,50.029908404794504,49.73250672697956,49.7985954284668,8504207,49.73250198364258,49.90433311,,15,
2017/11/17,49.79859067882648,49.99686180662241,49.63336641974461,49.73250198364258,12812063,49.63338088989258,49.88120308,,16,
2017/11/20,49.7325164826926,49.89774078994407,49.56729217544113,49.63338088989258,10028334,49.963802337646484,49.86798706,,17,
2017/11/21,49.69944258133496,50.09598473692373,49.43508786726639,49.963802337646484,32409934,50.85601806640625,49.85476799,,18,
2017/11/22,49.89771950993408,51.616050564079124,49.864672645679086,50.85601806640625,64117454,50.327301025390625,49.96051025,,19,
2017/11/23,50.98819793959866,51.15342216815067,50.12902993423089,50.327301025390625,35159249,50.426429748535156,49.98033714,50.1224287,20,0.004087438
2017/11/24,50.426429748535156,50.789919976825246,50.29424735823116,50.426429748535156,18916460,50.75689697265625,50.00346794,50.09599228,21,0.006596086
2017/11/27,50.62471453336227,51.15343420604922,50.294265998494055,50.75689697265625,27312991,50.85601806640625,50.07947159,50.09434032,22,0.013226178
2017/11/28,51.15342471797054,51.15342471797054,50.756887558128376,50.85601806640625,28073541,51.54996109008789,50.19843254,50.11912384,23,0.014702855
2017/11/29,51.219512621561684,51.649096639094445,51.02124152354857,51.54996109008789,50583363,51.54996109008789,50.39009056,50.16373367,24,0.027634056
2017/11/30,51.483872404831345,51.748232188101,51.25255948531169,51.54996109008789,45565002,51.48387145996094,50.56522713,50.23478012,25,0.026180685
2017/12/1,51.51691328086106,51.54996014400457,51.15342299749937,51.48387145996094,39933422,51.35169219970703,50.74036407,50.31078358,26,0.023316828
2017/12/4,51.252561688682285,51.61605199434163,50.922113205949955,51.35169219970703,21858708,51.1203727722168,50.91219521,50.39009113,27,0.019083138
2017/12/5,51.05428409251975,51.516909892642126,51.05428409251975,51.1203727722168,23071288,50.29425811767578,51.02785225,50.44131012,28,0.013462431
2017/12/6,50.88906639568447,51.08733750243527,50.29425811767578,50.29425811767578,43122771,50.39339828491211,50.97167625,50.46609325,29,-0.003404962
2017/12/7,50.3273095906922,50.88907105492764,50.3273095906922,50.39339828491211,27425846,50.75689697265625,50.97828598,50.47931156,30,-0.00170195
2017/12/8,50.42644843778803,50.889074369705746,50.393401567403416,50.75689697265625,32648265,51.74824142456055,51.0113327,50.50740032,31,0.004939804
2017/12/11,50.75689584203827,52.14477864912058,50.75689584203827,51.74824142456055,54684972,51.78129196166992,51.11046715,50.59496937,32,0.022794204
2017/12/12,51.97956312842169,52.2439230033423,51.61606767012519,51.78129196166992,32960794,52.838722229003906,51.20299454,50.70071354,33,0.021312884
2017/12/13,52.078694581964406,52.87176910159033,52.078694581964406,52.838722229003906,63450907,52.57435989379883,51.33187065,50.86098061,34,0.038885244
2017/12/14,53.03698579033715,53.1361213516651,52.27695320981496,52.57435989379883,40390748,51.91347122192383,51.43431053,50.99976883,35,0.030874475
2017/12/15,52.31000848875194,52.37609719284914,51.748246940558374,51.91347122192383,26951970,52.11172103881836,51.47727051,51.10881729,36,0.015743936
2017/12/18,52.01258549254991,52.442169498217645,51.74823075882515,52.11172103881836,15837615,52.44217300415039,51.55327339,51.2327343,37,0.017156741
2017/12/19,52.21086007555552,52.67348593274526,52.17781321050897,52.44217300415039,16227302,52.409141540527344,51.68545341,51.35665283,38,0.021136895
2017/12/20,52.21087039554512,52.40914154052734,52.07869299372009,52.409141540527344,17518048,52.57435989379883,51.89694176,51.43430901,39,0.018952963
2017/12/21,52.57435989379883,52.73958414859739,52.47522433247087,52.57435989379883,15529852,52.87175750732422,52.11503792,51.54666195,40,0.019937236
2017/12/22,52.87175750732422,52.937846195759626,52.64044457667842,52.87175750732422,22311368,52.73957824707031,52.32652397,51.66892834,41,0.023279546
2017/12/27,52.93784430529627,53.10306854160633,52.67348451875146,52.73957824707031,16640634,52.87175750732422,52.42565765,51.7680624,42,0.018766703
2017/12/28,52.90480437266378,52.97089306109919,52.805668818888805,52.87175750732422,16338004,52.838722229003906,52.53470421,51.86884937,43,0.019335461
2017/12/29,52.87176910159033,52.97090467710478,52.80568039866231,52.838722229003906,15450760,53.73093032836914,52.53470421,51.93328743,44,0.017434575
2018/1/2,53.23525755796811,53.73093032836914,53.16916382145264,53.73093032836914,37060582,53.499603271484375,52.65036125,52.04233589,45,0.032446554
2018/1/3,53.730921225611745,53.83005172910255,53.40047276799358,53.499603271484375,21680762,53.20220184326172,52.80897446,52.14312248,46,0.026014568
2018/1/4,53.46656161863343,53.565697164678234,53.10306629721692,53.20220184326172,17205111,53.40048599243164,52.91802254,52.23564796,47,0.018503721
2018/1/5,53.56571026215792,53.66484079019804,53.26830355130388,53.40048599243164,15902273,53.20220184326172,53.01385384,52.34965363,48,0.020073339
2018/1/8,53.20220184326172,53.40047293535133,52.90480024737063,53.20220184326172,21354440,53.499603271484375,53.09315987,52.49505081,49,0.013470813
2018/1/9,53.00393058505713,53.59873881721849,52.970888764641295,53.499603271484375,20734671,54.25965118408203,53.1856842,52.65036106,50,0.016129846
2018/1/10,53.49961850667558,54.457922332012316,53.49961850667558,54.25965118408203,70547231,55.54838562011719,53.32447357,52.82549877,51,0.027148866
2018/1/11,55.48229189732422,55.71360984261338,55.2179371751248,55.54838562011719,54006301,55.31707000732422,53.60535431,53.01550598,52,0.047776204
2018/1/12,55.647518466250276,55.7797008751667,55.01966841118811,55.31707000732422,29034596,55.58143997192383,53.84988556,53.19229488,53,0.039945167
2018/1/15,56.11015962002603,56.14320144662976,55.383173885568695,55.58143997192383,44252539,56.04405975341797,54.12415733,53.32943077,54,0.042228262
2018/1/16,55.713611299782826,56.04405975341797,55.51534021070444,56.04405975341797,27343839,56.20930480957031,54.35547028,53.50291576,55,0.04749543
2018/1/17,56.1432110605565,56.24234664183211,55.977986772512196,56.20930480957031,38403425,56.473636627197266,54.62644043,53.71770744,56,0.046383166
2018/1/18,56.83713192969136,56.83713192969136,56.209281907830366,56.473636627197266,35014328,56.44060134887695,54.95358391,53.93580322,57,0.047052853
2018/1/19,56.572778723877455,56.804091651250154,56.20928842150426,56.44060134887695,25476127,56.1762580871582,55.25759544,54.13572464,58,0.042575891
2018/1/22,56.341482375649846,56.44061795719386,55.97798692407018,56.1762580871582,26645050,56.63886642456055,55.55500107,54.32408047,59,0.034094965
2018/1/23,56.50668905186297,56.63886642456055,56.374511679165394,56.63886642456055,29559695,56.73800277709961,55.86892738,54.52730579,60,0.03872483
